;ISIN-код бумаги;Номинал;Доходность;Цена послед.;Дюрация;Лучш. пред;Спрос;Размер купона;Длит. купона;Дата выпл. куп.;НКД;Погашение;До погашения;Оборот;Заявки куп.;Заявки прод.;Общ. предл.;Общ. спрос;Доходность
ОФЗ 26223;RU000A0ZYU88;1000;7.18;97.35;1793;97.249;97.201;34.9;196;05.09.2018;9.97;28.02.2024;2143;2524222;17;18;228557;124283;6.499234694
ОФЗ 26214;RU000A0JTYA5;1000;6.88;99.289;716;99.031;99.121;31.91;182;30.05.2018;24.55;27.05.2020;771;1734628;32;19;144437;240197;6.399532967
РЖД 36 обл;RU000A0JVY04;1000;0;0;0;0;60.51;31.91;182;14.05.2018;27.18;15.10.2040;8217;0;2;0;0;2;6.399532967
РЖД-35 обл;RU000A0JVKH5;1000;0;0;0;0;68;31.91;182;27.06.2018;19.46;30.05.2040;8079;0;1;0;0;1;6.399532967
ГПБ БО-11;RU000A0JWTK8;1000;6.01;0;506;101;95.82;31.76;184;22.09.2018;4.49;22.09.2019;523;0;8;1;44;89;6.300217391
ГПБ 11;RU000A0JT6G1;1000;5.56;0;525;99.3;70.13;30.92;182;11.10.2018;0.85;10.10.2019;541;0;4;0;0;70;6.200989011
ОФЗ 46022;RU000A0JPLH5;1000;7.19;0;1518;93.979;93.512;29.92;182;25.07.2018;13.81;19.07.2023;1919;0;18;9;1733;2602;6.00043956
МГор48-об;RU000A0JNYN1;1000;7.4;0;1332;95.49;95.3;29.92;182;11.06.2018;20.88;11.06.2022;1516;0;9;12;59706;1152;6.00043956
ТМэнерго 1;RU000A0JUTC9;1000;10.55;0;0;85;63;299.18;1820;23.02.2023;7.73;14.02.2030;4321;0;1;2;4000;1;6.000038462
БКЗФин 01;RU000A0JV3U5;1000;9.35;0;0;85;65;359.01;2184;15.12.2023;19.07;06.12.2030;4616;0;1;2;4000;1;5.999938187
БизнКонс 1;RU000A0JV3T7;1000;8.9;0;0;85;63;359.01;2184;15.12.2023;19.07;06.12.2030;4616;0;1;2;4000;1;5.999938187
RUS-43;XS0971721963;200000;0;0;0;0;0;5875;180;16.09.2018;63014.6429;16.09.2043;9283;0;0;0;0;0;5.956597222
RUS-42;XS0767473852;200000;5.32;0;0;0;0;5625;180;04.10.2018;25301.0063;04.04.2042;8753;0;0;0;0;0;5.703125
УпрОтходНН;RU000A0JS9X1;1000;22.52;0;0;0;0;27.42;182;20.06.2018;17.78;15.06.2022;1520;0;0;0;0;0;5.499065934
RUS-47;RU000A0JXU14;200000;0;0;0;0;0;5250;182;23.06.2018;207079.005;23.06.2047;10659;0;0;0;0;0;5.264423077
СЗКК 03;RU000A0JRU20;1000;9.69;0;0;98;60;25.83;182;12.10.2018;0.57;26.09.2031;4910;0;1;2;12000;1;5.180192308
СЗКК 04;RU000A0JRU46;1000;12.02;0;0;98;0;25.83;182;12.10.2018;0.57;26.09.2031;4910;0;0;1;2000;0;5.180192308
УАХМФИН1P1;RU000A0JXY85;1042.08;0;0;2185;101.99;101.05;52.85;364;03.08.2018;36.54;25.07.2025;2656;0;1;1;500;500;5.085520527
ПочтаРБ1P1;RU000A0JX2V3;1000;0;0;0;0;0;25;180;16.06.2018;16.67;17.11.2023;2040;0;0;0;0;0;5.069444444
RUS-20;XS0504954347;100000;6.88;0;0;0;0;2500;180;29.04.2018;145318.6;29.04.2020;743;0;0;0;0;0;5.069444444
ОФЗ 46021;RU000A0JP2S9;500;6.06;99.699;113;99.293;99.698;12.47;182;08.08.2018;4.8;08.08.2018;113;1167343;27;7;35443;189818;5.001703297
Росбанк-А7;RU000A0JUV57;1000;5.06;0;169;0;77.01;25.07;183;03.10.2018;1.92;07.10.2024;2365;0;2;0;0;2;5.000300546
НПФ 01;RU000A0JQ5C5;1000;0;0;0;0;0;500.27;3652;07.05.2019;447.53;07.05.2019;385;0;0;0;0;0;4.999960296
АльфаБО-19;RU000A0JXQX5;1000;4.54;0;709;102;101;24.93;182;11.05.2018;21.64;08.05.2020;752;0;6;1;100000;10033;4.999697802
ДельтКрБ19;RU000A0JVWA5;1000;5.55;0;0;0;71;24.93;182;30.04.2018;23.15;30.10.2025;2753;0;1;0;0;1;4.999697802
ФСК ЕЭС-22;RU000A0JSQ58;1000;25.09;95;106;95;94.16;24.93;182;01.08.2018;10.41;21.07.2027;3382;4750;14;10;13500;14682;4.999697802
RUS-23;XS0971721450;200000;10.08;0;0;0;0;4875;180;16.09.2018;52288.7463;16.09.2023;1978;0;0;0;0;0;4.942708333
ГТЛК 1P-05;RU000A0JY023;1000;4.93;0;0;0;0;12.22;91;30.05.2018;401.08;21.08.2024;2318;0;0;0;0;0;4.901428571
ВЭБ ПБО1Р3;RU000A0JWNE4;1000;6.01;0;0;101.9998;95.2;24.43;182;19.07.2018;744.24;15.07.2021;1185;0;4;3;13;16;4.899423077
РСЭКСМБ1Р1;RU000A0JX2M2;1000;8.03;0;0;102.5;95;23.93;182;21.06.2018;958.48;10.12.2026;3159;0;1;1;10;10;4.799148352
RUS-26;RU000A0JWHA4;200000;0;0;0;0;0;4750;181;27.05.2018;230087.7833;27.05.2026;2962;0;0;0;0;0;4.789364641
iРОСНАНО 4;RU000A0JS6S7;1000;0;0;354;95.99;94.01;23.44;182;10.10.2018;0.77;10.04.2019;358;0;15;10;325;244;4.700879121
iРОСНАНО 5;RU000A0JS6T5;1000;0;0;354;96.4;93.53;23.44;182;10.10.2018;0.77;10.04.2019;358;0;12;11;1471;299;4.700879121
РЖД-32 обл;RU000A0JSGV0;1000;42.92;92.75;87;92.6;92.77;22.94;182;13.07.2018;11.97;25.06.2032;5183;22293;36;34;17492;1151;4.600604396
RUS-22;XS0767472458;200000;6.39;0;0;0;0;4500;180;04.10.2018;20240.805;04.04.2022;1448;0;0;0;0;0;4.5625
ВЭБUSD1P-1;RU000A0JVNL1;1000;1.56;0;0;100.84;97;22.44;182;26.07.2018;629.64;17.07.2025;2648;0;1;2;12;10;4.50032967
ГлДорога 3;RU000A0JR4U9;1000;135.96;0;209;82;58.37;44.88;364;12.11.2018;19.11;30.10.2028;3849;0;2;2;21;2;4.50032967
ГлДорога 6;RU000A0JTFB2;1000;69.81;0;232;99;61.25;44.88;364;05.12.2018;16.27;22.11.2028;3872;0;2;2;5;2;4.50032967
ГлДорога 7;RU000A0JTB96;1000;19.08;0;0;0;60.01;44.88;364;13.11.2018;18.99;30.10.2029;4214;0;2;0;0;9;4.50032967
RUS-29;RU000A0ZYYN4;200000;0;0;0;0;0;4375;184;21.09.2018;39357.1208;21.03.2029;3991;0;0;0;0;0;4.339334239
УАХМФИН1P2;RU000A0ZZ141;1002.68;0;0;0;0;0;42.68;364;02.04.2019;1.54;28.03.2023;1806;0;0;0;0;0;4.268286268
RUS-27;RU000A0JXTS9;200000;0;0;0;0;0;4250;182;23.06.2018;167635.385;23.06.2027;3354;0;0;0;0;0;4.261675824
ВЭБ ПБО1Р8;RU000A0JXU48;1000;4.25;0;0;0;0;21.19;182;21.06.2018;848.25;15.12.2022;1703;0;0;0;0;0;4.249642857
ОВК Фин01;RU000A0JUBD5;1000;4.13;0;43;99.99;85.03;20.54;182;30.05.2018;15.69;24.11.2021;1317;0;6;5;9;8;4.119285714
УпрОтходБ1;RU000A0JWJF9;1065.11;0;0;0;0;0;81.71;699;01.05.2018;79.96;29.04.2027;3299;0;0;0;0;0;4.005866179
РЖД БО-15;RU000A0JU9M0;1000;0;0;0;0;68;19.95;182;07.05.2018;17.75;11.10.2038;7482;0;1;0;0;1;4.000961538
ТГК-1 04;RU000A0JS470;1000;4.03;0;0;0;65;19.95;182;20.08.2018;6.25;14.02.2022;1399;0;1;0;0;1;4.000961538
ОФЗ 48001;RU000A0DGJ32;200;6.08;0;197;99.992;98.803;7.58;364;31.10.2018;3.5;31.10.2018;197;0;4;4;5649;236;3.800412088
ГазпромБ19;RU000A0JUAN6;1000;0;0;0;0;60;18.45;182;23.05.2018;14.8;21.10.2043;9318;0;1;0;0;20;3.700137363
ГазпромБ20;RU000A0JUAP1;1000;0;0;0;0;60;18.45;182;23.05.2018;14.8;21.10.2043;9318;0;1;0;0;20;3.700137363
РЖД БО-10;RU000A0JUCG6;1000;0;0;0;0;68;18.45;182;13.06.2018;12.67;29.11.2028;3879;0;1;0;0;1;3.700137363
РЖД БО-18;RU000A0JTY57;1000;0;0;0;0;68;18.45;182;30.05.2018;14.09;29.04.2043;9143;0;1;0;0;1;3.700137363
RUS-19;XS0971721377;200000;5.89;0;0;0;0;3500;180;16.07.2018;110199.9383;16.01.2019;274;0;0;0;0;0;3.548611111
ФСК ЕЭС-26;RU000A0JU2K9;1000;0;0;0;0;61.01;8.73;91;08.05.2018;6.71;30.06.2048;11032;0;2;0;0;2;3.501593407
ФСК ЕЭС-27;RU000A0JU2L7;1000;0;0;0;0;61.01;8.73;91;08.05.2018;6.71;30.06.2048;11032;0;2;0;0;2;3.501593407
ФСК ЕЭС-37;RU000A0JVCB5;1000;0;0;0;0;61.01;8.73;91;02.05.2018;7.29;23.03.2050;11663;0;2;0;0;2;3.501593407
ФСК ЕЭС-38;RU000A0JVDD9;1000;0;0;0;0;61.01;8.73;91;02.05.2018;7.29;23.03.2050;11663;0;2;0;0;2;3.501593407
РЖД БО-09;RU000A0JTZM7;1000;0;0;0;0;68;17.45;182;21.06.2018;11.22;08.06.2028;3705;0;1;0;0;1;3.499587912
РЖД БО-14;RU000A0JVJS4;1000;0;0;0;0;68;17.45;182;19.06.2018;11.41;29.05.2035;6251;0;1;0;0;1;3.499587912
РЖД БО-19;RU000A0JUPZ8;1000;0;0;0;0;68;17.45;182;22.06.2018;11.12;20.05.2044;9530;0;1;0;0;1;3.499587912
РЖД-33 обл;RU000A0JVB19;1000;0;0;0;0;68;17.45;182;25.09.2018;2.01;28.02.2040;7987;0;1;0;0;1;3.499587912
РЖД-34 обл;RU000A0JVB27;1000;0;0;0;0;68;17.45;182;25.09.2018;2.01;28.02.2040;7987;0;1;0;0;1;3.499587912
ФСК ЕЭС-29;RU000A0JU7S1;1000;0;0;0;0;61.01;8.48;91;16.07.2018;0.09;07.09.2048;11101;0;2;0;0;2;3.401318681
УАХМФИН1P3;RU000A0ZZ158;1003.07;0;0;0;0;0;32.3;364;02.04.2019;1.15;30.03.2021;1078;0;0;0;0;0;3.228960717
РЖД БО-12;RU000A0JU542;1000;0;0;0;0;68;15.96;182;06.09.2018;3.51;18.08.2033;5602;0;1;0;0;1;3.200769231
РЖД БО-13;RU000A0JU7B7;1000;0;0;0;0;68;15.96;182;08.10.2018;0.7;19.09.2033;5634;0;1;0;0;1;3.200769231
РЖД БО-16;RU000A0JUX71;1000;0;0;0;0;68;15.96;182;16.10.2018;0;20.09.2039;7826;0;1;0;0;1;3.200769231
ФСК ЕЭС-23;RU000A0JTYJ6;1000;0;0;0;0;61.01;7.98;91;04.06.2018;3.77;27.04.2048;10968;0;2;0;0;2;3.200769231
ФСК ЕЭС-28;RU000A0JTYK4;1000;0;0;0;0;61.01;7.98;91;04.06.2018;3.77;27.04.2048;10968;0;2;0;0;2;3.200769231
ФСК ЕЭС-30;RU000A0JUC92;1000;0;0;0;0;61.01;7.98;91;08.06.2018;3.42;30.10.2048;11154;0;2;0;0;2;3.200769231
ФСК ЕЭС-34;RU000A0JUCA9;1000;0;0;0;0;61.01;7.98;91;08.06.2018;3.42;30.10.2048;11154;0;2;0;0;2;3.200769231
ВТБ 4ИПБ;RU000A0JTXQ3;357.06;0;0;0;0;65;2.7;91;01.06.2018;1.38;01.09.2044;9634;0;2;0;0;2;3.033011351
ВТБ 2ИПБ;RU000A0JRSX3;229.87;0;0;0;0;65;1.68;88;26.05.2018;0.94;26.11.2043;9354;0;1;0;0;1;3.031357645
ВТБ 3ИПБ;RU000A0JSZG1;268.52;0;0;0;0;65;1.96;88;28.05.2018;1.06;15.09.2044;9648;0;2;0;0;2;3.027538155
ИА АкБарсБ;RU000A0JV318;336.3;0;0;0;0;0;0.83;30;10.05.2018;0.19;10.05.2047;10615;0;0;0;0;0;3.0027753
ВТБ 5ИПБ;RU000A0JUCJ0;367.35;2.63;0;0;0;65;2.78;92;03.06.2018;1.36;18.09.2046;10381;0;2;0;0;2;3.002408555
ИА СБ-14 Б;RU000A0JV2L6;368.84;0;0;0;0;60;2.79;92;28.06.2018;0.61;28.12.2046;10482;0;1;0;0;1;3.001036151
ИА ИТБ 14Б;RU000A0JV1V7;330.86;0;0;0;0;0;2.42;89;03.05.2018;1.99;31.03.2047;10575;0;0;0;0;0;2.999673306
ВТБ 6ИПБ;RU000A0JUPT1;460.29;2.64;0;0;0;65;3.48;92;05.06.2018;1.63;14.08.2043;9250;0;2;0;0;2;2.999526763
ВТБ 7ИПБ;RU000A0JV1F0;481.46;0;0;0;0;61;3.64;92;06.06.2018;1.66;06.12.2044;9730;0;1;0;0;1;2.999481649
ИА ХМБ-2 Б;RU000A0JV185;497.77;0;0;0;0;0;3.64;89;27.05.2018;2;01.07.2047;10667;0;0;0;0;0;2.998993488
ГПБ 1-ИП-Б;RU000A0JV1N4;548.42;0;0;0;0;0;4.01;89;25.05.2018;2.3;27.04.2048;10968;0;0;0;0;0;2.998706396
АИЖК14-3А2;RU000A0JV1B9;452.58;0;0;0;0;70.01;3.42;92;16.06.2018;1.19;16.06.2047;10652;0;4;0;0;9;2.998028693
АИЖ11А2/12;RU000A0JTD52;270.94;3.01;0;0;0;71;1.98;89;25.05.2018;1.14;25.05.2045;9900;0;3;0;0;7;2.99705644
АИЖ11А2/13;RU000A0JUC19;333.89;3.03;0;0;0;71;2.52;92;22.06.2018;0.71;22.06.2046;10293;0;3;0;0;7;2.994347266
АИЖ11-1А2;RU000A0JS1B4;172.64;2.97;0;0;0;70;1.26;89;15.05.2018;0.87;15.02.2044;9435;0;2;0;0;11;2.993174079
ПочтаРосБ1;RU000A0JVZY8;1110.06;0;0;0;0;71;15.24;182;13.06.2018;10.45;06.12.2023;2059;0;2;0;0;2;2.753340924
ОФЗ 52002;RU000A0ZYZ26;1003.23;2.89;96.9;3180;96.9;96.6;10.14;147;15.08.2018;1.92;02.02.2028;3578;1944;13;4;177313;120796;2.509648936
ОФЗ 52001;RU000A0JVMH1;1134.62;2.67;99.23;1827;98.722;99.033;14.19;182;22.08.2018;4.35;16.08.2023;1947;760019;16;17;347620;67204;2.508149604
ОФЗ 46019;RU000A0JNHJ4;200;6.36;0;337;95.98;95.412;4;364;20.03.2019;0.31;20.03.2019;337;0;13;32;47171;155943;2.005494505
ФСИ 01;RU000A0JVUG6;1000;1.51;0;174;0;65;7.48;182;08.10.2018;0.33;05.10.2020;902;0;1;0;0;1;1.50010989
BCS PFGR;XS1675776014;100000;0;0;0;106;105.4;522.41;181;23.08.2018;0;23.08.2027;3415;0;2;2;22;26;1.053478729
ВымпелКБО2;RU000A0JVUN2;1000;0;0;0;0;60;4.99;182;12.10.2018;0.11;03.10.2025;2726;0;1;0;0;20;1.000741758
ВымпелКБО3;RU000A0JVUP7;1000;8.2;0;896;86.29;84.5;4.99;182;12.10.2018;0.11;03.10.2025;2726;0;6;5;611;3014;1.000741758
BCS PFGRA;XS1731601867;100000;0;0;0;0;0;471.23;172;26.05.2018;0;26.11.2027;3510;0;0;0;0;0;0.999993895
ПраймФ БО2;RU000A0JW4F3;1000;10.06;0;0;0;65;105.61;4914;27.01.2031;71.86;27.01.2031;4668;0;1;0;0;1;0.784445462
О1ГрФин1P4;RU000A0JXY10;1000;0;0;0;0;0;103.17;5445;14.07.2032;70.94;14.07.2032;5202;0;0;0;0;0;0.691589532
О1ГрФин1P5;RU000A0JXY28;1000;0;0;5202;0;0;103.17;5445;14.07.2032;70.94;14.07.2032;5202;0;0;0;0;0;0.691589532
ПЕРЕСВ БП1;RU000A0JVRL2;1000;8.56;0;0;30;19.03;91.55;6552;15.08.2035;3.12;15.08.2035;6329;0;3;1;2;255;0.510008394
ПЕРЕСВЕТБ2;RU000A0JUT85;1000;9.34;0;0;26.99;21.56;87.58;6268;04.08.2034;4.4;04.08.2034;5953;0;7;3;53;361;0.509998405
ПЕРЕСВ БП2;RU000A0JVVL4;1000;0;0;6373;22.98;20.01;94.09;6734;28.09.2035;5.02;28.09.2035;6373;0;8;14;591;1526;0.509991832
ПЕРЕСВ БП3;RU000A0JVXX5;1000;0;0;0;0;0;94.09;6734;19.10.2035;4.75;19.10.2035;6394;0;0;0;0;0;0.509991832
ПЕРЕСВЕТБ3;RU000A0JVM32;1000;0;0;0;24.98;22;92.72;6636;21.06.2035;5.02;21.06.2035;6274;0;4;7;41;241;0.509987945
ПЕРЕСВ БП5;RU000A0JWM15;1000;8.86;0;6623;23;20.05;96.63;6916;04.06.2036;4.09;04.06.2036;6623;0;7;7;411;851;0.509976142
ИА КМ 01;RU000A0JVTQ7;937.13;0;0;0;0;0;0.84;90;25.04.2018;0.77;30.06.2022;1535;0;0;0;0;0;0.363521247
БинбанкБ08;RU000A0JUFQ8;1000;9.36;91.96;346;91.5;91.57;0.5;182;28.09.2018;0.05;26.03.2021;1074;497042;15;12;1763;2023;0.100274725
БинбанкБ09;RU000A0JVBN2;1000;8.68;0;346;92.5;91.51;0.5;182;28.09.2018;0.05;26.03.2021;1074;0;5;11;698;2270;0.100274725
ГСС БО-04;RU000A0JV433;1000;8.72;0;0;95.11;81.52;0.5;182;26.06.2018;0.31;24.12.2019;616;0;5;6;47;13;0.100274725
Газпрнефт4;RU000A0JQ557;1000;5.49;0;357;96;92.51;0.5;182;09.10.2018;0.02;09.04.2019;357;0;14;6;3868;239;0.100274725
РЖД-12обл;RU000A0JQ5Q5;1000;5.09;0;394;94.5;92.43;0.5;182;17.05.2018;0.42;16.05.2019;394;0;16;6;7926;302;0.100274725
РусГидро07;RU000A0JTMG7;1000;0.52;0;1748;96.73;72;0.5;182;09.08.2018;0.19;02.02.2023;1752;0;5;5;93;58;0.100274725
РусГидро08;RU000A0JTMK9;1000;6.74;0;1747;73;60.45;0.5;182;09.08.2018;0.19;02.02.2023;1752;0;6;5;242;108;0.100274725
УБРиР БО-5;RU000A0JTVE3;1000;10.04;0;178;97;93.45;0.5;182;12.10.2018;0.01;10.04.2020;724;0;2;1;100;210;0.100274725
ФСК ЕЭС-09;RU000A0JR3M8;1000;6.82;0;0;0;0;0.5;182;20.04.2018;0.49;16.10.2020;913;0;0;0;0;0;0.100274725
ФСК ЕЭС-11;RU000A0JR3L0;1000;0.34;0;0;0;0;0.5;182;20.04.2018;0.49;16.10.2020;913;0;0;0;0;0;0.100274725
Локосерв 1;RU000A0JXLU2;1000;0;0;0;0;63;8.68;3652;20.06.2027;71.58;20.06.2027;3351;0;1;0;0;1;0.086752464
РосбнБСО12;RU000A0JUL67;1000;0;0;0;0;65;0.1;90;30.04.2018;0.08;30.04.2024;2205;0;1;0;0;1;0.040555556
РосбнБСО13;RU000A0JUL91;1000;0;0;0;0;65;0.07;90;30.04.2018;0.06;30.04.2024;2205;0;1;0;0;1;0.028388889
РосбнБСО14;RU000A0JULA0;1000;0;0;0;0;65;0.05;90;30.04.2018;0.04;30.04.2024;2205;0;1;0;0;1;0.020277778
РЕСО-Гар02;RU000A0JT1B3;1000;0;0;0;0;65;0.1;182;18.09.2018;0.02;13.09.2022;1610;0;1;0;0;1;0.020054945
ЕБРР 06обл;RU000A0JR183;3500000000;0;0;0;0;0;525000;365;28.09.2018;289109.59;28.09.2018;164;0;0;0;0;0;0.015
ЕБРР 07обл;RU000A0JR191;3500000000;0;0;0;0;0;525000;365;28.09.2018;289109.59;28.09.2018;164;0;0;0;0;0;0.015
ФинАвиа 02;RU000A0JVZG5;1000;0;17.09;2544;17.09;17;0.05;181;31.07.2018;0;31.07.2027;3392;1025;13;9;4325;1403;0.010082873
МЕТАЛИНВ 1;RU000A0JS5B5;1000;0.01;0;0;0;65;0.05;182;10.09.2018;0.01;07.03.2022;1420;0;1;0;0;1;0.010027473
МЕТАЛИНВ 5;RU000A0JS5A7;1000;4.28;0;0;100;63;0.05;182;10.09.2018;0.01;07.03.2022;1420;0;3;3;5;3;0.010027473
МЕТАЛИНВ 6;RU000A0JS5L4;1000;1.24;0;0;99.44;65;0.05;182;13.09.2018;0.01;10.03.2022;1423;0;1;2;2;1;0.010027473
МежИнБанк1;RU000A0JUG56;1000;0.05;0;0;0;65;0.05;182;24.04.2018;0.05;16.04.2024;2191;0;1;0;0;1;0.010027473
МежИнБанк3;RU000A0JUG80;1000;310.58;0;0;0;0;0.05;182;29.05.2018;0.04;19.11.2024;2408;0;0;0;0;0;0.010027473
НефГазХол3;RU000A0JQYU9;1000;0.02;0;0;0;65;0.05;182;24.07.2018;0.02;21.07.2020;826;0;1;0;0;1;0.010027473
ОткрФКБОП2;RU000A0JVC67;1000;5.49;90;721;85;83.22;0.05;182;09.10.2018;0;07.04.2020;721;13850;5;7;140;89;0.010027473
Райфб-БО1;RU000A0JU8T7;1000;31.65;99.1;12;99.1;99.4;0.05;182;29.04.2018;0.05;29.10.2018;195;56557;11;0;0;305;0.010027473
СберБ БО2R;RU000A0JXPE7;1000;0;0;374;97.49;94.12;0.05;182;27.04.2018;0;26.04.2019;374;0;12;8;227;135;0.010027473
СберБ БО5R;RU000A0ZZ0Z6;1000;0;0;0;0;60.5;0.35;1274;08.10.2021;0;08.10.2021;1270;0;1;0;0;1;0.010027473
Транснф 01;RU000A0JQ5G6;1000;0;0;0;101;85.01;0.1;364;14.05.2018;0.09;13.05.2019;391;0;11;1;90;137;0.010027473
ЕБРР 08обл;RU000A0JR1A7;7000000000;0;0;0;0;0;700000;365;26.10.2018;331780.82;26.10.2018;192;0;0;0;0;0;0.01
СтруктИнв1;RU000A0JWJQ6;100000000;0;0;0;0;0;72493.15;2646;01.09.2023;18712.33;01.09.2023;1963;0;0;0;0;0;0.01
РосбнБСО15;RU000A0JULC6;1000;0;0;0;0;65;0.02;90;30.04.2018;0.02;30.04.2024;2205;0;1;0;0;1;0.008111111
ЭлемЛизБО4;RU000A0JWC66;1000;10.34;0;350;89.95;71;0.02;91;03.07.2018;0;30.03.2021;1078;0;3;4;213;106;0.008021978
BCS Ladder;XS1708322133;300000;0;0;0;98.25;93;0;365;29.01.2019;0;29.01.2021;1018;0;1;1;25;10;0
Uranium 01;RU000A0JRTS1;1000;0;0;0;0;0;0;182;30.05.2018;0;24.11.2021;1317;0;0;0;0;0;0
ВТОРРЕС Б1;RU000A0JW3R0;1000;19818.9;0;290;1.6;1.4;0;182;03.08.2018;0;01.02.2019;290;0;15;8;1358;2970;0
ВостЭксБ 3;RU000A0JV102;0.01;0;0;597;99.99;80;0;182;31.05.2018;0;28.05.2020;772;0;3;1;5;29;0
ДиджИнв 01;RU000A0JVCL4;1000;0;0;0;0;0.32;0;182;24.04.2018;0;21.04.2020;735;0;2;0;0;60;0
ДиджИнвБ01;RU000A0JVW55;1000;0;0;0;0;0.34;0;182;26.04.2018;0;22.10.2020;919;0;1;0;0;10;0
ДиджИнвБ02;RU000A0JVX62;1000;0;0;0;0;0.4;0;182;08.05.2018;0;03.11.2020;931;0;1;0;0;10;0
ДиджИнвБ04;RU000A0JWCP3;1000;0;0;0;0;0.38;0;182;10.10.2018;0;07.04.2021;1086;0;1;0;0;10;0
ДиджИнвБ05;RU000A0JWCU3;1000;0;0;0;0;0.39;0;182;11.10.2018;0;08.04.2021;1087;0;1;0;0;10;0
ДиджИнвБ06;RU000A0JWD65;1000;0;0;0;0;0.34;0;182;12.10.2018;0;09.04.2021;1088;0;1;0;0;10;0
ДиджИнвБ07;RU000A0JWD73;1000;0;0;0;0;0.39;0;182;12.10.2018;0;09.04.2021;1088;0;1;0;0;10;0
ИА Кама 01;RU000A0JUE66;1000;0;0;9389;0;0;0;182;15.06.2018;0;31.12.2043;9389;0;0;0;0;0;0
ИА ФабИЦБ1;RU000A0JX3M0;663.39;0;0;0;0;0;0;92;28.06.2018;0;28.12.2039;7925;0;0;0;0;0;0
ИАФабИЦБ01;RU000A0JXRM6;788.8;0;0;0;0;0;0;92;28.06.2018;0;28.09.2049;11487;0;0;0;0;0;0
ИАФабИЦБ02;RU000A0JXS26;774.92;0;0;0;0;0;0;92;28.06.2018;0;28.03.2041;8381;0;0;0;0;0;0
ИАФабИЦБ03;RU000A0ZYLX0;1000;0;0;0;0;0;0;123;28.04.2018;0;28.10.2037;7134;0;0;0;0;0;0
ИАФабИЦБ04;RU000A0ZYL89;1000;0;0;0;0;0;0;129;28.04.2018;0;28.04.2042;8777;0;0;0;0;0;0
ИАбсолют1Б;RU000A0JTSW1;1000;0;0;0;0;0;0;89;12.05.2018;0;12.11.2040;8245;0;0;0;0;0;0
ИАбсолют2Б;RU000A0JUCW3;1000;0;0;0;0;0;0;89;12.05.2018;0;12.08.2041;8518;0;0;0;0;0;0
ИАбсолют3Б;RU000A0JV2B7;1000;0;0;0;0;63;0;92;11.06.2018;0;11.09.2042;8913;0;1;0;0;1;0
ПропфнБ-П1;RU000A0JXC40;1000;0;0;2838;0;0;0;115;03.08.2018;0;23.01.2026;2838;0;0;0;0;0;0
ПропфнБ-П2;RU000A0JXRB9;1000;0;0;2219;0;0;0;42;22.05.2018;0;14.05.2024;2219;0;0;0;0;0;0
РБК 04;RU000A0JQVD1;1;0;0;2;0;0;0;182;19.04.2018;0;19.04.2018;2;0;0;0;0;0;0
РБК 05;RU000A0JQVE9;1;0;0;0;0;0;0;182;19.04.2018;0;19.04.2018;2;0;0;0;0;0;0
РБК 06;RU000A0JQVF6;1;0;0;0;0;0;0;182;19.04.2018;0;19.04.2018;2;0;0;0;0;0;0
РегИнв Б01;RU000A0JVNA4;1000;0;0;1554;0;0.46;0;182;24.07.2018;0;19.07.2022;1554;0;1;0;0;10;0
РегИнв Б02;RU000A0JW2R2;1000;0;0;1001;0;0.47;0;182;17.07.2018;0;12.01.2021;1001;0;1;0;0;10;0
РегИнв Б03;RU000A0JWE72;1000;0;0;0;0;0.4;0;182;19.04.2018;0;15.04.2021;1094;0;1;0;0;10;0
РегИнв Б04;RU000A0JWEP9;1000;0;0;0;0;0.39;0;182;23.04.2018;0;19.04.2021;1098;0;1;0;0;10;0
РегИнв Б05;RU000A0JWES3;1000;0;0;1099;0;0.36;0;182;24.04.2018;0;20.04.2021;1099;0;1;0;0;10;0
РегИнв Б06;RU000A0JWG88;1000;0;0;1113;0;0.36;0;182;08.05.2018;0;04.05.2021;1113;0;1;0;0;10;0
Финстоун01;RU000A0JUDX9;1000;9.86;0;0;0;63;0;2184;04.01.2024;12.97;04.01.2024;2088;0;1;0;0;1;0
